0.929886,0.000699,0.027948,0.003505,0.001785,0.007725,0.013490,0.000082,0.000012,0.001579,0.013167,0.000035,0.000059,0.000000,0.000029
0.751918,0.248082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020935,0.000000,0.978596,0.000078,0.000195,0.000195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015070,0.000000,0.146330,0.804084,0.000000,0.032086,0.000972,0.000000,0.000000,0.001458,0.000000,0.000000,0.000000,0.000000,0.000000
0.025282,0.000000,0.030344,0.000029,0.942927,0.000694,0.000029,0.000145,0.000000,0.000000,0.000521,0.000000,0.000029,0.000000,0.000000
0.017208,0.000000,0.000000,0.088910,0.000956,0.871893,0.020076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000956,0.000000,0.000000
0.375116,0.000000,0.008357,0.038069,0.000929,0.048282,0.528319,0.000000,0.000000,0.000929,0.000000,0.000000,0.000000,0.000000,0.000000
0.010110,0.000000,0.000842,0.000000,0.000000,0.000000,0.000000,0.989048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.285714,0.000000,0.285714,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.142857,0.000000,0.000000
0.011616,0.000000,0.000771,0.000000,0.000826,0.002973,0.002092,0.000000,0.000000,0.000000,0.981667,0.000000,0.000055,0.000000,0.000000
0.076087,0.000000,0.000000,0.000000,0.006211,0.000000,0.000000,0.001553,0.000000,0.000000,0.000000,0.916149,0.000000,0.000000,0.000000
0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.928571,0.000000,0.000000
0.750000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030769,0.000000,0.030769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.907692,0.000000,0.030769
